"","key","m_y","patents_in_period","file_date","file_year","quarter","year","treat_date","unique_patents_in_period","applied","awarded","location","tags","volume","negativity_rating","permanence","price","contractprice","current_cost_per_tonne","capex","opex","quantification","thirdparty verification","net_neg sequestration_todate","lifetime mtco2e","gross project emissions","offer_quantity","contract_quantity","R_and_D_offer","awarded_factor","realised_cost_decrease","price_contract_diff","quantity_contract_diff","awardednum","previous_application_stripe","sum_patents","year_factor","repeat_factor"
"4406","Parallel Carbon20222",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1111,NA,1000,NA,NA,NA,NA,NA,231,64,225,NA,NA,"0",111,0,0,0,0,1,"2022","0"
"4407","Parallel Carbon20233",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,454,NA,NA,"0",NA,0,0,0,1,1,"2023","1"
"4408","Carbon Blue20224",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,941,NA,941,448,465,12,16,NA,6470,267,300,NA,NA,"0",0,0,0,0,0,1,"2022","0"
"4409","Airhive20233",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"DAC",NA,NA,NA,530,530,530,182,196,19,22,NA,NA,NA,943,943,0,"1",0,0,0,1,0,1,"2023","0"
"4410","TerraFixing20224",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,800,NA,546.51,249.66,196.74,99.38,0.74,NA,1000,295,13705,NA,NA,"0",253.49,0,0,0,0,1,"2022","0"
"4411","AspiraDAC20222",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Capture and storage",NA,NA,NA,1000,1000,1000,NA,NA,NA,NA,NA,3300,1980,3100,500,0,"1",0,0,2600,1,0,1,"2022","0"
"4412","Alkali Earth20233",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Enhanced Weathering",NA,NA,NA,322.45,370,NA,NA,NA,NA,NA,NA,NA,NA,1551,1351,0,"1",NA,-47.55,200,1,0,0,"2023","0"
"4413","Andes Bio20222",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,25,NA,25,NA,NA,NA,NA,NA,75000,4.38,74995.62,NA,NA,"0",0,0,0,0,0,0,"2022","0"
"4414","Andes20233",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,1666.67,NA,NA,"0",NA,0,0,0,0,0,"2023","0"
"4415","Arbon20233",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"DAC",NA,NA,NA,180,575,NA,NA,NA,NA,NA,NA,NA,NA,2777,173,0,"1",NA,-395,2604,1,0,0,"2023","0"
"4416","Arbor20224",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Capture and storage",NA,NA,NA,500,500,500,40,71.5,0,0,NA,1316000,64800,1000,667,0,"1",0,0,333,1,0,0,"2022","0"
"4417","Banyu20233",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Direct Ocean Removal",NA,NA,NA,1350,1387,NA,NA,NA,NA,NA,NA,NA,NA,360,360,0,"1",NA,-37,0,1,0,0,"2023","0"
"4418","Bio-Concrete (VTT and PURO.EARTH)20212",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,"Finland","mineralization,concrete",150,0,1000,960,NA,960,NA,NA,NA,NA,NA,388,32,388,NA,NA,"0",0,0,0,0,0,0,"2021","0"
"4419","Biomass Burial (EBS and PURO.EARTH)20212",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,50,NA,2000,NA,NA,NA,NA,NA,5000,75,5000,NA,NA,"0",-1950,0,0,0,0,0,"2021","0"
"4420","Bluesource20201",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,"Mountain City, TN, USA","forests,ifm",631845,1,37,8,NA,NA,NA,NA,NA,NA,139593,NA,NA,139593,NA,NA,"0",NA,0,0,0,0,0,"2020","0"
"4421","Boomitra20233",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,"0",NA,0,0,0,0,0,"2023","0"
"4422","Breadtree Farms20201",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,"Johnsonville, NY, USA","forests,agroforestry",56,0,30,4.14,NA,NA,NA,NA,NA,NA,140,NA,NA,140,NA,NA,"0",NA,0,0,0,0,0,"2020","0"
"4423","C Sink20212",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,"Black Sea","ocean,biomass",100,0,100,5000,NA,5000,NA,NA,NA,NA,NA,100,0.1,100,NA,NA,"0",0,0,0,0,0,0,"2021","0"
"4424","Captura20224",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Direct Ocean Removal",NA,NA,NA,984,984,984,689,295,0,0,NA,2894,0.295,508,339,0,"1",0,0,169,1,0,0,"2022","0"
"4425","Carba20233",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,NA,"0",NA,0,0,0,0,0,"2023","0"
"4426","Carbin Minerals20224",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Capture and storage",NA,NA,NA,1566,1318,1566,1213,336,17,0,NA,1800,60,320,380,0,"1",0,248,-60,1,0,0,"2022","0"
"4427","Carbix20212",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,"Texas, USA","mineralization,aggregate",3935,0,1000,73,NA,1750,NA,NA,NA,NA,NA,3935,1200,3935,NA,NA,"0",-1677,0,0,0,0,0,"2021","0"
"4428","Carbominer20233",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,"DAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362125,NA,NA,NA,NA,"0",NA,0,0,0,0,0,"2023","0"
"4429","Carbon Blade20222",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,710,NA,1680,1500,500,NA,NA,NA,2490,235,2705,NA,NA,"0",-970,0,0,0,0,0,"2022","0"
"4430","Carbon Drawdown Initiative20224",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,300,NA,300,0,300,0,0,NA,300,38.1,300,NA,NA,"0",0,0,0,0,0,0,"2022","0"
"4431","Carbon Lockdown20222",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,100,NA,100,75,25,NA,NA,NA,12387,2387,10000,NA,NA,"0",0,0,0,0,1,0,"2022","1"
"4432","Carbon Lockdown20224",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,250,NA,250,50,50,100,0,NA,2620,620,2000,NA,NA,"0",0,0,0,0,0,0,"2022","0"
"4433","Carbon Neutral Initiative20222",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,235,NA,183,NA,NA,NA,NA,NA,1125,61,1064,NA,NA,"0",52,0,0,0,0,0,"2022","0"
"4434","CarbonBlue20233",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Direct Ocean Removal",NA,NA,NA,1250,1250,NA,NA,NA,NA,NA,NA,NA,NA,320,400,0,"1",NA,0,-80,1,0,0,"2023","0"
"4435","CarbonCapture20222",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,800,NA,1946,NA,NA,NA,NA,NA,1400,200,1200,NA,NA,"0",-1146,0,0,0,0,0,"2022","0"
"4436","Carboniferous20222",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,750,NA,7000,NA,NA,NA,NA,NA,556,33.67,522.33,NA,NA,"0",-6250,0,0,0,0,0,"2022","0"
"4437","Carboniferous20233",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Biomass sinking",NA,NA,NA,1004,0,NA,274,NA,NA,730,NA,NA,NA,500,0,250000,"1",NA,NA,NA,1,0,0,"2023","0"
"4438","Carbotura20212",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,35,NA,67,NA,NA,NA,NA,NA,370612800,94672800,370612800,NA,NA,"0",-32,0,0,0,0,0,"2021","0"
"4439","CarStorCon Technologies20224",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,500,NA,500,370,85,10,35,160,25000,NA,1000,NA,NA,"0",0,0,0,0,0,0,"2022","0"
"4440","Cella Mineral Storage20224",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"DAC",NA,NA,NA,227,227.5,227,52,160,15,0,NA,2198,1.94,2198,1465,0,"1",0,-0.5,733,1,0,0,"2022","0"
"4441","Clairity Technology20224",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1850,NA,1850,840,990,20,0,10,312,12,300,NA,NA,"0",0,0,0,0,0,0,"2022","0"
"4442","Clairity20233",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,805,NA,NA,NA,NA,NA,NA,NA,NA,NA,405,NA,NA,"0",NA,0,0,0,0,0,"2023","0"
"4443","CO2-Zero20212",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,"Turkey","mineralization,olivine",30000,0,1000,75,NA,34,NA,NA,NA,NA,NA,30000,2652,30000,NA,NA,"0",41,0,0,0,0,0,"2021","0"
"4444","CO2 Rail20222",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,310,NA,310,NA,NA,NA,NA,NA,9031,416,1750,NA,NA,"0",0,0,0,0,0,0,"2022","0"
"4445","CREW20224",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Enhanced weathering",NA,NA,NA,810,810,647,2078,374,NA,NA,NA,215,12.6,150,410,0,"1",163,0,-260,1,0,0,"2022","0"
"4446","E-quester20224",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,2000,NA,4145,1600,2533,12,0,NA,100,3.23,89,NA,NA,"0",-2145,0,0,0,0,0,"2022","0"
"4447","EDAC Labs20233",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Mineralization",NA,NA,NA,1573,1573,NA,NA,NA,NA,NA,NA,NA,NA,318,317,0,"1",NA,0,1,1,0,0,"2023","0"
"4448","Electro-Active20233",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,476,NA,NA,NA,NA,NA,NA,NA,NA,NA,1050,NA,NA,"0",NA,0,0,0,0,0,"2023","0"
"4449","Everest Carbon20233",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,519,NA,NA,NA,NA,NA,NA,NA,NA,NA,960,NA,NA,"0",NA,0,0,0,0,0,"2023","0"
"4450","Finnish Log House Industry20201",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,"Finland","biomass,wood",25000,1,50,20,NA,NA,NA,NA,NA,NA,25000,NA,NA,35000,NA,NA,"0",NA,0,0,0,0,0,"2020","0"
"4451","FIRST GIGATON20222",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,485,NA,485,NA,NA,NA,NA,NA,15120,1678,13442,NA,NA,"0",0,0,0,0,0,0,"2022","0"
"4452","First Gigaton20224",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,235,NA,183,12,172,113,0,NA,3200,262.4,2290,NA,NA,"0",52,0,0,0,0,0,"2022","0"
"4453","Future Forest20201",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,"Scotland","forests,reforestation",6380,0,60,20,NA,NA,NA,NA,NA,NA,6350.28,NA,NA,6207.28,NA,NA,"0",NA,0,0,0,0,0,"2020","0"
"4454","Graphyte20233",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,NA,NA,"0",NA,0,0,0,0,0,"2023","0"
"4455","GreenSand20201",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,"Netherlands","mineralization,olivine",1000,0,1000,35,NA,NA,NA,NA,NA,NA,1000,NA,NA,200,NA,NA,"0",NA,0,0,0,0,0,"2020","0"
"4456","GreenSand20212",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,"Netherlands","mineralization,olivine",1000,0,1000,170,NA,170,NA,NA,NA,NA,NA,5100,181,5100,NA,NA,"0",0,0,0,0,0,0,"2021","0"
"4457","Holocene20233",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"DAC",NA,NA,NA,1505,1506,NA,NA,NA,NA,NA,NA,NA,NA,332,332,0,"1",NA,-1,0,1,0,0,"2023","0"
"4458","Holy Grail20222",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1700,NA,1500,NA,NA,NA,NA,NA,309,14.7,294,NA,NA,"0",200,0,0,0,0,0,"2022","0"
"4459","Hydrogen Naturally20224",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,398,NA,398,241,157,0,0,NA,15293450,1096440,1130,NA,NA,"0",0,0,0,0,0,0,"2022","0"
"4460","HYROGAS SIA20224",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1996,NA,1996,958,899,109,30,NA,5000,5000,4521,NA,NA,"0",0,0,0,0,0,0,"2022","0"
"4461","Inplanet20224",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Capture and storage",NA,NA,NA,480,480,480,416.5,39,24.5,0,NA,1128,107,1021,694,0,"1",0,0,327,1,0,0,"2022","0"
"4462","Karbonetiq20233",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,157.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,3176,NA,NA,"0",NA,0,0,0,0,0,"2023","0"
"4463","KCR20222",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1650,NA,1650,NA,NA,NA,NA,NA,1000,0,1000,NA,NA,"0",0,0,0,0,0,0,"2022","0"
"4464","Kodama Systems20224",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Biomass sinking",NA,NA,NA,610,0,610,294,205,111,0,NA,3741,505,820,0,250000,"1",0,NA,NA,1,0,0,"2022","0"
"4465","Lithos Carbon20222",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Capture and storage",NA,NA,NA,500,500,330,NA,NA,NA,NA,NA,1024,24,1000,640,0,"1",170,0,360,1,0,0,"2022","0"
"4466","Maia Paebbl20233",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1900,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,NA,NA,"0",NA,0,0,0,0,0,"2023","0"
"4467","Mantel20233",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,564,NA,NA,NA,NA,NA,NA,NA,NA,NA,888,NA,NA,"0",NA,0,0,0,0,0,"2023","0"
"4468","Mati20233",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Enhanced Weathering",NA,NA,NA,300,330,NA,NA,NA,NA,NA,NA,NA,NA,5000,1513,0,"1",NA,-30,3487,1,0,0,"2023","0"
"4469","Methane Oxidation Corp20212",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,7500,170.6,7500,NA,NA,"0",NA,0,0,0,0,0,"2021","0"
"4470","Minerali20224",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,0,0,0,0,"2022","0"
"4471","NETZERO20233",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,"0",NA,0,0,0,0,0,"2023","0"
"4472","Noble Thermodynamics20233",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,3333,NA,NA,"0",NA,0,0,0,0,0,"2023","0"
"4473","Nori20201",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,"USA","soil,farming",14011,0,10,16.5,NA,NA,NA,NA,NA,NA,14011,NA,NA,5000,NA,NA,"0",NA,0,0,0,0,0,"2020","0"
"4474","Noya20214",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,"California, USA","dac,mineralization",1000,0,1000,1822,NA,1523,NA,NA,NA,NA,NA,1000,317,1000,NA,NA,"0",299,0,0,0,0,0,"2021","0"
"4475","Nuestark20212",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,"Switzerland","mineralization,concrete",750,0,1000,400,NA,700,NA,NA,NA,NA,NA,750,46.2,750,NA,NA,"0",-300,0,0,0,0,0,"2021","0"
"4476","Octavia Carbon20233",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,714,NA,NA,"0",NA,0,0,0,0,0,"2023","0"
"4477","Out of the Blue20212",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,"England","ocean,injection",0.2,0,1000,1e+06,NA,1e+06,NA,NA,NA,NA,NA,0.2,0,0.2,NA,NA,"0",0,0,0,0,0,0,"2021","0"
"4478","Pachama20201",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,"Uruguay & CA, USA","forests,reforestation",165850,0,46,8,NA,NA,NA,NA,NA,NA,165850,NA,NA,2936085,NA,NA,"0",NA,0,0,0,0,0,"2020","0"
"4479","Paebbl20224",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1200,NA,16439,12526,3913,80,0,NA,150,0.2685,100,NA,NA,"0",-15239,0,0,0,0,0,"2022","0"
"4480","Planetary20222",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,2000,NA,7500,NA,NA,NA,NA,NA,1892,184,1708,NA,NA,"0",-5500,0,0,0,0,0,"2022","0"
"4481","Planetary20233",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Ocean Alkalinity Enhancement",NA,NA,NA,1600,1600,NA,NA,NA,NA,NA,NA,NA,NA,2000,937,0,"1",NA,0,1063,1,1,0,"2023","1"
"4482","PRONOE20233",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,2210,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,NA,NA,"0",NA,0,0,0,0,0,"2023","0"
"4483","Pull to Refresh20222",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,900,NA,900,NA,NA,NA,NA,NA,1049,49,1000,NA,NA,"0",0,0,0,0,0,0,"2022","0"
"4484","RCMP Solutions20224",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,500,NA,500,180,200,100,20,NA,1106,106,1000,NA,NA,"0",0,0,0,0,0,0,"2022","0"
"4485","RedoxNRG20214",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,"Estonia","dac,mineralization",360,0,1000,500,NA,1700,NA,NA,NA,NA,NA,360,356.3,360,NA,NA,"0",-1200,0,0,0,0,0,"2021","0"
"4486","ReNew Power20224",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,182.97,NA,162.84,30.63,131.13,0.75,0.33,0,1500000,115510,1124063,NA,NA,"0",20.13,0,0,0,0,0,"2022","0"
"4487","RepAir20222",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Capture and storage",NA,NA,NA,198.59,1600,1000,NA,NA,NA,NA,NA,200,1.41,1600,199,0,"1",-801.41,-1401.41,1401,1,0,0,"2022","0"
"4488","Rewind Earth20233",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Biomass sinking",NA,NA,NA,647,0,NA,NA,NA,NA,NA,NA,NA,NA,773,0,250000,"1",NA,NA,NA,1,0,0,"2023","0"
"4489","Rizomeco20201",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,"Philippines","forests,wood",19700,0,50,10,NA,NA,NA,NA,NA,NA,19700,NA,NA,19700,NA,NA,"0",NA,0,0,0,0,0,"2020","0"
"4490","RockFarm20212",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,"Germany","mineralization,wollastenite",378,0,1000,500,NA,500,NA,NA,NA,NA,NA,378,210,378,NA,NA,"0",0,0,0,0,0,0,"2021","0"
"4491","Seachange20212",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,1,"California, USA","DAC",365,0,1000,1370,1370,1370,NA,NA,NA,NA,NA,365,26,365,365,0,"1",0,0,0,1,0,0,"2021","0"
"4492","Seafields Solutions20224",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,246,NA,246,316,409,30,5,NA,501,44.7,2032,NA,NA,"0",0,0,0,0,0,0,"2022","0"
"4493","SeaO220224",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,3000,NA,3000,450,2200,200,150,NA,250,28,222,NA,NA,"0",0,0,0,0,0,0,"2022","0"
"4494","SeaO220233",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,NA,NA,"0",NA,0,0,0,0,0,"2023","0"
"4495","Silicate20222",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,280,NA,280,NA,NA,NA,NA,NA,2052,30,2000,NA,NA,"0",0,0,0,0,0,0,"2022","0"
"4496","SilviaTerra20201",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,"Southern USA","forests,ifm",1.5e+07,1,1,15,NA,NA,NA,NA,NA,NA,1500000,NA,NA,1500000,NA,NA,"0",NA,0,0,0,0,0,"2020","0"
"4497","Skyology20224",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1650,NA,1650,1095,380,135,40,NA,312,13.64,303,NA,NA,"0",0,0,0,0,0,0,"2022","0"
"4498","Skyology20233",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,980,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,"0",NA,0,0,0,0,0,"2023","0"
"4499","Soil Value Exchange20201",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,"0","soil,grazing",33000,0,10,30,NA,NA,NA,NA,NA,NA,33000,NA,NA,33000,NA,NA,"0",NA,0,0,0,0,0,"2020","0"
"4500","Spiritus20233",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"DAC",NA,NA,NA,700,700,NA,NA,NA,NA,NA,NA,NA,NA,714,713,0,"1",NA,0,1,1,0,0,"2023","0"
"4501","Standard Gas Technologies20212",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,"United Kingdom","biomass,biochar",2700,0,547,120,NA,0,NA,NA,NA,NA,NA,16766,2284,16766,NA,NA,"0",120,0,0,0,0,0,"2021","0"
"4502","Susewi20212",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,"Morocco","ocean,burial",72.5,0,1000,660,NA,800,NA,NA,NA,NA,NA,145,95.8,145,NA,NA,"0",-140,0,0,0,0,0,"2021","0"
"4503","Swaniti initiative20224",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,105,NA,105,3,108,8,10,NA,3300,305.3,NA,NA,NA,"0",0,0,0,0,0,0,"2022","0"
"4504","The Future Forest Company20212",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Enhanced weathering",NA,NA,NA,100,200,200,NA,NA,NA,NA,NA,8308,92,8308,1500,0,"1",-100,-100,6808,1,0,0,"2021","0"
"4505","Thermodynamic Geoengineering20212",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,12569811,0,12569811,NA,NA,"0",NA,0,0,0,0,0,"2021","0"
"4506","Travertine Tech20222",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Capture and storage",NA,NA,NA,1369,1370,1369,NA,NA,NA,NA,NA,365,48.5,329.5,365,0,"1",0,-1,-35.5,1,0,0,"2022","0"
"4507","Verde AgriTech20233",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,1590,NA,NA,"0",NA,0,0,0,0,0,"2023","0"
"4508","Vycarb20233",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Ocean Alkalinity Enhancement",NA,NA,NA,2174,1700,NA,NA,NA,NA,NA,NA,NA,NA,219,58,0,"1",NA,474,161,1,0,0,"2023","0"
"4509","x_4420222",Mar 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1200,NA,1200,NA,NA,NA,NA,NA,365,47,318,NA,NA,"0",0,0,0,0,0,0,"2022","0"
"4510","Vandersanden20201",Apr 2022,1,2022-04-25,2022,1,2020,2020-05-18,1,1,0,"Finland","mineralization,concrete",10,0,1000,20,NA,NA,NA,NA,NA,NA,10,NA,NA,10,NA,NA,"0",NA,0,0,0,0,16,"2020","0"
"4511","Ensyn Biochar20212",Apr 2022,NA,NA,NA,NA,NA,NA,NA,1,0,"Canada","biomass,asphalt",338,0,547,600,NA,600,NA,NA,NA,NA,NA,300,40,300,NA,NA,"0",0,0,0,0,0,13,"2021","0"
"4512","Ekovilla20201",Apr 2022,NA,NA,NA,NA,NA,NA,NA,1,0,"Kouvola, Finland","biomass,insulation",21847,1,50,21.5,NA,NA,NA,NA,NA,NA,21847,NA,NA,19031,NA,NA,"0",NA,0,0,0,0,10,"2020","0"
"4513","VEOLIA ES UK20233",Apr 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,847,NA,NA,"0",NA,0,0,0,1,1,"2023","1"
"4514","Vaulted20222",Apr 2022,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,300,NA,291,NA,NA,NA,NA,NA,9506,198,9308,NA,NA,"0",9,0,0,0,0,5,"2022","0"
"4515","Vaulted20233",Apr 2022,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Biomass injection",NA,NA,NA,300,300,NA,NA,NA,NA,NA,NA,NA,NA,1666.66,1666,0,"1",NA,0,0.660000000000082,1,1,5,"2023","1"
"4516","Solugen20212",Apr 2022,3,2022-04-25,2022,2,2021,2021-05-17,3,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,0,40,"2021","0"
